"LTPProtein	ProteinDomain	FullIdentityOfLipid	Lipid	Screen	Intensity	Adduct	TotalCarbonChainLength	TotalCarbonChainUnsaturations	IonMode	mz	MeanOfRetentionTime	MinimumOfRetentionTime	MaximumOfRetentionTime	LipidAmbiguity	LikelySubclass";;;;
"STARD10	START	[M+H]+: Phosphatidylethanolamine (33:2) => (16:1/17:1)	PE(33:2)	in vitro	2100000	[M+H]+	33	2	pos	702.5072	7.38	7.07	7.67	PE	PE";;;;
"STARD10	START	[M+NH4]+: Phosphatidylglycerol (32:2) => (16:1/16:1)	PG(32:2)	in vitro	1600000	[M+NH4]+	32	2	pos	736.5128	5.5	5.04	5.74	PG	PG";;;;
"STARD10	START	[M+H]+: Phosphatidylethanolamine (37:2) => (18:1/19:1)	PE(37:2)	in vitro	1600000	[M+H]+	37	2	pos	758.5691	10.04	9.83	10.34	PE	PE";;;;
"STARD10	START	[M+H]+: Phosphatidylethanolamine (33:1) => (16:0/17:1)	PE(33:1)	in vitro	1500000	[M+H]+	33	1	pos	704.5223	8.53	8.27	8.95	PE	PE";;;;
"STARD10	START	[M+H]+: Phosphatidylglycerol (34:2) => (16:1/18:1)	PG(34:2)	in vitro	1300000	[M+H]+	34	2	pos	747.5165	6.52	6.14	6.76	PG	PG";;;;
"STARD10	START	[M+H]+: Phosphatidylethanolamine (30:1) => (14:0/16:1)	PE(30:1)	in vitro	1200000	[M+H]+	30	1	pos	662.4756	6.45	6.05	7.11	PE	PE";;;;
"STARD10	START	[M+H]+: Phosphatidylglycerol (34:1) => (18:1/16:0)	PG(34:1)	in vitro	640000	[M+H]+	34	1	pos	749.5327	7.54	7.21	7.77	PG	PG";;;;
"STARD10	START	[M+NH4]+: Phosphatidylglycerol (35:2) => (18:1/17:1)	PG(35:2)	in vitro	570000	[M+NH4]+	35	2	pos	778.5595	7.24	6.52	7.74	PG	PG";;;;
"STARD10	START	[M+H]+: Phosphatidylethanolamine (35:1) => (16:0/19:1)	PE(35:1)	in vitro	500000	[M+H]+	35	1	pos	732.5532	9.9	9.63	11.04	PE	PE";;;;
"STARD10	START	[M+H]+: Phosphatidylethanolamine (36:3) => (18:2/18:1)	PE(36:3)	in vitro	480000	[M+H]+	36	3	pos	742.5378	8.66	8.4	9.13	PE	PE";;;;
"STARD10	START	[M+Na]+: Phosphatidylcholine (36:2)	PC(36:2)	in vitro	460000	[M+Na]+	36	2	pos	808.5819	8.92	8.66	9.27	PC	PC";;;;
"STARD10	START	[M+NH4]+: Phosphatidylglycerol (37:2) => (18:1/19:1)	PG(37:2)	in vitro	390000	[M+NH4]+	37	2	pos	806.5905	8.49	8.18	8.78	PG	PG";;;;
"STARD10	START	[M+H]+: Phosphatidylglycerol (32:1) => (16:1/16:0)	PG(32:1)	in vitro	380000	[M+H]+	32	1	pos	721.5007	6.39	6.01	6.64	PG	PG";;;;
"STARD10	START	[M+NH4]+: Phosphatidylglycerol (36:3) => (18:2/18:1)	PG(36:3)	in vitro	380000	[M+NH4]+	36	3	pos	790.5592	7.3	6.94	7.55	PG	PG";;;;
"STARD10	START	[M+H]+: Phosphatidylethanolamine (30:2) => (16:1/14:1)	PE(30:2)	in vitro	340000	[M+H]+	30	2	pos	660.4601	5.53	5.17	5.78	PE	PE";;;;
"STARD10	START	[M+H]+: Phosphatidylethanolamine (34:3) => (18:2/16:1)	PE(34:3)	in vitro	290000	[M+H]+	34	3	pos	714.5067	7.41	6.83	7.7	PE	PE";;;;
"STARD10	START	[M+Na]+: Phosphatidylglycerol (34:1)";"Bismonoacylglycerolphosphate (34:1)	PG/BMP(34:1)	in vitro	280000	[M+Na]+	34	1	pos	771.5143	7.53	7.16	7.76	PG";" BMP	PG/BMP";;
"STARD10	START	[M+Na]+: Phosphatidylethanolamine (35:2)	PE(35:2)	in vitro	240000	[M+Na]+	35	2	pos	752.52	8.67	8.4	8.94	PE	PE";;;;
"STARD10	START	[M+NH4]+: Phosphatidylglycerol (30:1) => (14:0/16:1)	PG(30:1)	in vitro	220000	[M+NH4]+	30	1	pos	710.4963	5.38	4.9	5.85	PG	PG";;;;
"STARD10	START	[M+H]+: Phosphatidylglycerol (32:2) => (16:1/16:1)	PG(32:2)	in vitro	200000	[M+H]+	32	2	pos	719.486	5.5	5.08	5.72	PG	PG";;;;
"STARD10	START	[M+H]+: Phosphatidylethanolamine (38:2) => (20:1/18:1)	PE(38:2)	in vitro	190000	[M+H]+	38	2	pos	772.587	10.34	8.01	10.98	PE	PE";;;;
"STARD10	START	[M+NH4]+: Phosphatidylglycerol (34:3) => (18:2/16:1)	PG(34:3)	in vitro	190000	[M+NH4]+	34	3	pos	762.5283	6.21	5.78	6.45	PG	PG";;;;
"STARD10	START	[M+Na]+: Phosphatidylglycerol (32:1)";"Bismonoacylglycerolphosphate (32:1)	PG/BMP(32:1)	in vitro	170000	[M+Na]+	32	1	pos	743.4827	6.41	6.01	6.64	PG";" BMP	PG/BMP";;
"STARD10	START	[M+NH4]+: Phosphatidylglycerol (33:2) => (16:1/17:1)	PG(33:2)	in vitro	170000	[M+NH4]+	33	2	pos	750.5282	6.14	5.74	6.66	PG	PG";;;;
"STARD10	START	[M+Na]+: Bismonoacylglycerolphosphate (32:2)";"Phosphatidylglycerol (32:2)	PG/BMP(32:2)	in vitro	130000	[M+Na]+	32	2	pos	741.4674	5.5	5.04	5.76	PG";" BMP	PG/BMP";;
"STARD10	START	[M+NH4]+: Phosphatidylglycerol (33:1) => (16:0/17:1)	PG(33:1)	in vitro	130000	[M+NH4]+	33	1	pos	752.5424	7.12	6.72	7.62	PG	PG";;;;
"STARD10	START	[M+NH4]+: Phosphatidylglycerol (34:2) => (18:2/16:0)	PG(34:2)	in vitro	120000	[M+NH4]+	34	2	pos	764.5439	7.16	6.99	7.47	PG	PG";;;;
"STARD10	START	[M+Na]+: Phosphatidylethanolamine (37:2)	PE(37:2)	in vitro	100000	[M+Na]+	37	2	pos	780.5535	10.16	9.83	10.68	PE	PE";;;;
"STARD10	START	[M+H]+: Phosphatidylcholine (36:3)	PC(36:3)	in vitro	89000	[M+H]+	36	3	pos	784.5861	7.85	7.54	8.45	PC	PC";;;;
"STARD10	START	[M+NH4]+: Phosphatidylglycerol (35:1) => (16:0/19:1)	PG(35:1)	in vitro	79000	[M+NH4]+	35	1	pos	780.5747	8.35	8.05	8.62	PG	PG";;;;
"STARD10	START	[M+NH4]+: Phosphatidylglycerol (36:1) => (18:1/18:0)	PG(36:1)	in vitro	69000	[M+NH4]+	36	1	pos	794.5899	8.86	8.6	9.05	PG	PG";;;;
"STARD10	START	[M+NH4]+: Phosphatidylglycerol (38:2) => (20:1/18:1)	PG(38:2)	in vitro	66000	[M+NH4]+	38	2	pos	820.6049	8.9	8.62	9.13	PG	PG";;;;
"STARD10	START	[M+H]+: Phosphatidylglycerol (35:2) => (18:1/17:1)	PG(35:2)	in vitro	59000	[M+H]+	35	2	pos	761.531	7.17	6.89	7.35	PG	PG";;;;
"STARD10	START	[M+Na]+: Phosphatidylethanolamine (33:2)	PE(33:2)	in vitro	58000	[M+Na]+	33	2	pos	724.4862	7.36	7.22	7.55	PE	PE";;;;
"STARD10	START	[M+H]+: Phosphatidylglycerol (37:2) => (18:1/19:1)	PG(37:2)	in vitro	50000	[M+H]+	37	2	pos	789.5638	8.49	8.22	8.75	PG	PG";;;;
"STARD10	START	[M+H]+: Phosphatidylethanolamine (31:1) => (14:0/17:1)	PE(31:1)	in vitro	50000	[M+H]+	31	1	pos	676.4917	7.12	6.85	7.42	PE	PE";;;;
"STARD10	START	[M+Na]+: Phosphatidylglycerol (35:2)	PG(35:2)	in vitro	43000	[M+Na]+	35	2	pos	783.5146	7.21	6.89	7.47	PG	PG";;;;
"STARD10	START	[M+NH4]+: Phosphatidylglycerol (37:2) => (18:1/19:1)	PG(37:2)	in vitro	33000	[M+NH4]+	37	2	pos	806.5892	7.61	7.5	7.73	PG	PG";;;;
"STARD10	START	[M+NH4]+: Phosphatidylglycerol (30:2) => (16:1/14:1)	PG(30:2)	in vitro	31000	[M+NH4]+	30	2	pos	708.4809	4.7	4.22	5.13	PG	PG";;;;
"STARD10	START	[M+NH4]+: Phosphatidylglycerol (32:2) => (16:2/16:0)	PG(32:2)	in vitro	22000	[M+NH4]+	32	2	pos	736.5131	6.07	5.89	6.32	PG	PG";;;;
"STARD10	START	[M+NH4]+: Phosphatidylglycerol (35:2) => (18:1/17:1)	PG(35:2)	in vitro	18000	[M+NH4]+	35	2	pos	778.5564	6.48	6.12	6.66	PG	PG";;;;
"STARD10	START	[M+H]+: Phosphatidylglycerol (33:2) => (16:1/17:1)	PG(33:2)	in vitro	13000	[M+H]+	33	2	pos	733.4995	6.12	5.83	6.25	PG	PG";;;;
"STARD10	START	[M-H]-: Phosphatidylethanolamine (34:2) => (16:1/18:1)	PE(34:2)	in vitro	27000000	[M-H]-	34	2	neg	714.5089	7.81	7.56	8.12	PE	PE";;;;
"STARD10	START	[M-H]-: Phosphatidylethanolamine (36:2) => (18:1/18:1)	PE(36:2)	in vitro	23000000	[M-H]-	36	2	neg	742.5403	9.13	8.86	9.58	PE	PE";;;;
"STARD10	START	[M-H]-: Phosphatidylglycerol (36:2) => (18:1/18:1)	PG(36:2)	in vitro	16000000	[M-H]-	36	2	neg	773.5346	7.65	7.36	8.04	PG	PG";;;;
"STARD10	START	[M-H]-: Phosphatidylethanolamine (32:2) => (16:1/16:1)	PE(32:2)	in vitro	11000000	[M-H]-	32	2	neg	686.4774	6.57	6.32	6.86	PE	PE";;;;
"STARD10	START	[M-H]-: Phosphatidylglycerol (34:2) => (16:1/18:1)	PG(34:2)	in vitro	11000000	[M-H]-	34	2	neg	745.5037	6.5	6.19	6.77	PG	PG";;;;
"STARD10	START	[M-H]-: Phosphatidylethanolamine (32:1) => (16:1/16:0)	PE(32:1)	in vitro	7700000	[M-H]-	32	1	neg	688.4929	7.68	7.44	7.98	PE	PE";;;;
"STARD10	START	[M-H]-: Phosphatidylethanolamine (34:1) => (18:1/16:0)	PE(34:1)	in vitro	5800000	[M-H]-	34	1	neg	716.5247	8.97	8.76	9.28	PE	PE";;;;
"STARD10	START	[M-H]-: Phosphatidylglycerol (34:1) => (18:1/16:0)	PG(34:1)	in vitro	4600000	[M-H]-	34	1	neg	747.5192	7.5	7.23	7.8	PG	PG";;;;
"STARD10	START	[M-H]-: Phosphatidylethanolamine (35:2) => (17:1/18:1)	PE(35:2)	in vitro	3000000	[M-H]-	35	2	neg	728.5252	8.64	8.43	8.97	PE	PE";;;;
"STARD10	START	[M-H]-: Phosphatidylglycerol (32:1) => (16:1/16:0)	PG(32:1)	in vitro	3000000	[M-H]-	32	1	neg	719.4879	6.39	6.09	6.65	PG	PG";;;;
"STARD10	START	[M-H]-: Phosphatidylglycerol (32:2) => (16:1/16:1)	PG(32:2)	in vitro	1800000	[M-H]-	32	2	neg	717.4709	5.42	4.72	5.75	PG	PG";;;;
"STARD10	START	[M-H]-: Phosphatidylethanolamine (33:2) => (16:1/17:1)	PE(33:2)	in vitro	1400000	[M-H]-	33	2	neg	700.4938	7.36	7.13	7.66	PE	PE";;;;
"STARD10	START	[M+HCOO]-: Phosphatidylcholine (36:2) => (18:1/18:1)	PC(36:2)	in vitro	1300000	[M+HCOO]-	36	2	neg	830.5931	8.88	8.69	9.27	PC	PC";;;;
"STARD10	START	[M-H]-: Phosphatidylethanolamine (37:2) => (19:1/18:1)	PE(37:2)	in vitro	870000	[M-H]-	37	2	neg	756.5562	10.02	9.82	10.3	PE	PE";;;;
"STARD10	START	[M-H]-: Phosphatidylethanolamine (30:1) => (16:1/14:0)	PE(30:1)	in vitro	850000	[M-H]-	30	1	neg	660.4618	6.36	6.12	6.74	PE	PE";;;;
"STARD10	START	[M-H]-: Phosphatidylethanolamine (33:1) => (17:1/16:0)	PE(33:1)	in vitro	840000	[M-H]-	33	1	neg	702.5091	8.51	8.3	8.8	PE	PE";;;;
"STARD10	START	[M-H]-: Phosphatidylglycerol (35:2) => (18:1/17:1)	PG(35:2)	in vitro	610000	[M-H]-	35	2	neg	759.5193	7.21	6.95	7.44	PG	PG";;;;
"STARD10	START	[M-H]-: Phosphatidylglycerol (37:2) => (19:1/18:1)	PG(37:2)	in vitro	440000	[M-H]-	37	2	neg	787.5511	8.45	8.21	8.71	PG	PG";;;;
"STARD10	START	[M-H]-: Phosphatidylglycerol (36:3) => (18:2/18:1)	PG(36:3)	in vitro	410000	[M-H]-	36	3	neg	771.5194	7.27	7.01	7.52	PG	PG";;;;
"STARD10	START	[M-H+1x(HCOONa)]-: Phosphatidylethanolamine (36:2) => (18:1/18:1)	PE(36:2)	in vitro	280000	[M-H+1x(HCOONa)]-	36	2	neg	810.5268	9.13	8.9	9.47	PE	PE";;;;
"STARD10	START	[M-H]-: Phosphatidylglycerol (30:1) => (16:1/14:0)	PG(30:1)	in vitro	270000	[M-H]-	30	1	neg	691.4566	5.32	5.01	5.61	PG	PG";;;;
"STARD10	START	[M-H]-: Phosphatidylethanolamine (36:3) => (18:1/18:2)	PE(36:3)	in vitro	250000	[M-H]-	36	3	neg	740.5245	8.64	8.43	8.91	PE	PE";;;;
"STARD10	START	[M-H]-: Phosphatidylethanolamine (35:1) => (19:1/16:0)	PE(35:1)	in vitro	240000	[M-H]-	35	1	neg	730.5407	9.88	9.69	10.19	PE	PE";;;;
"STARD10	START	[M-H+1x(HCOONa)]-: Phosphatidylethanolamine (34:2) => (16:1/18:1)	PE(34:2)	in vitro	240000	[M-H+1x(HCOONa)]-	34	2	neg	782.4949	7.82	7.6	8.17	PE	PE";;;;
"STARD10	START	[M-H]-: Phosphatidylethanolamine (30:2) => (14:1/16:1)	PE(30:2)	in vitro	230000	[M-H]-	30	2	neg	658.4463	5.53	5.28	5.77	PE	PE";;;;
"STARD10	START	[M-H]-: Phosphatidylglycerol (34:3) => (18:2/16:1)	PG(34:3)	in vitro	220000	[M-H]-	34	3	neg	743.4884	6.18	5.89	6.41	PG	PG";;;;
"STARD10	START	[M-H]-: Phosphatidylethanolamine (34:3) => (16:1/18:2)	PE(34:3)	in vitro	180000	[M-H]-	34	3	neg	712.4931	7.39	6.82	7.67	PE	PE";;;;
"STARD10	START	[M-H]-: Phosphatidylglycerol (33:2) => (16:1/17:1)	PG(33:2)	in vitro	170000	[M-H]-	33	2	neg	731.4881	6.11	5.84	6.31	PG	PG";;;;
"STARD10	START	[M-H]-: Phosphatidylglycerol (34:2) => (18:2/16:0)	PG(34:2)	in vitro	160000	[M-H]-	34	2	neg	745.5044	7.14	6.94	7.4	PG	PG";;;;
"STARD10	START	[M-H]-:Phosphatidylglycerol (33:1) => (17:1/16:0)	PG(33:1)	in vitro	160000	[M-H]-	33	1	neg	733.5032	7.09	6.4	7.3	PG	PG";;;;
"STARD10	START	[M-H+1x(HCOONa)]-: Phosphatidylglycerol (36:2) => (18:1/18:1)	PG(36:2)	in vitro	130000	[M-H+1x(HCOONa)]-	36	2	neg	841.5209	7.6	7.32	7.84	PG	PG";;;;
"STARD10	START	[M-H]-: Phosphatidylglycerol (35:1) => (19:1/16:0)	PG(35:1)	in vitro	100000	[M-H]-	35	1	neg	761.5353	8.32	8.06	8.59	PG	PG";;;;
"STARD10	START	[M-H+1x(HCOONa)]-: Phosphatidylethanolamine (32:2) => (16:1/16:1)	PE(32:2)	in vitro	92000	[M-H+1x(HCOONa)]-	32	2	neg	754.4641	6.57	6.32	6.83	PE	PE";;;;
"STARD10	START	[M-H]-: Phosphatidylethanolamine (38:2) => (20:1/18:1)	PE(38:2)	in vitro	86000	[M-H]-	38	2	neg	770.5727	10.46	10.28	10.72	PE	PE";;;;
"STARD10	START	[M-H]-: Phosphatidylglycerol (34:2) => (16:1/18:1)	PG(34:2)	in vitro	85000	[M-H]-	34	2	neg	813.4898	6.47	6.19	6.72	PG	PG";;;;
"STARD10	START	[M-H]-: Phosphatidylglycerol (36:1) => (18:1/18:0)	PG(36:1)	in vitro	82000	[M-H]-	36	1	neg	775.5507	8.81	8.58	9.07	PG	PG";;;;
"STARD10	START	[M-H]-: Phosphatidylethanolamine (36:1) => (18:1/18:0)	PE(36:1)	in vitro	74000	[M-H]-	36	1	neg	744.5566	10.41	10.2	10.73	PE	PE";;;;
"STARD10	START	[M-H]-: Phosphatidylglycerol (38:2) => (20:1/18:1)	PG(38:2)	in vitro	65000	[M-H]-	38	2	neg	801.566	8.86	8.65	9.07	PG	PG";;;;
"STARD10	START	[M-H+1x(HCOONa)]-: Phosphatidylethanolamine (34:1) => (18:1/16:0)	PE(34:1)	in vitro	64000	[M-H+1x(HCOONa)]-	34	1	neg	784.511	8.96	8.76	9.27	PE	PE";;;;
"STARD10	START	[M-H]-: Phosphatidylethanolamine (28:1) => (16:1/12:0)	PE(28:1)	in vitro	54000	[M-H]-	28	1	neg	632.4309	5.24	5.01	5.61	PE	PE";;;;
"STARD10	START	[M-H+1x(HCOONa)]-: Phosphatidylethanolamine (32:1) => (16:1/16:0)	PE(32:1)	in vitro	46000	[M-H+1x(HCOONa)]-	32	1	neg	756.4795	7.68	7.44	7.96	PE	PE";;;;
"STARD10	START	[M-H]-: Phosphatidylglycerol (30:2) => (16:1/14:1)	PG(30:2)	in vitro	43000	[M-H]-	30	2	neg	689.4388	4.57	3.79	5.09	PG	PG";;;;
"STARD10	START	[M-H+1x(HCOONa)]-: Phosphatidylglycerol (34:1) => (18:1/16:0)	PG(34:1)	in vitro	38000	[M-H+1x(HCOONa)]-	34	1	neg	815.5061	7.5	7.23	7.7	PG	PG";;;;
"STARD10	START	[M-H+1x(HCOONa)]-: Phosphatidylethanolamine (35:2) => (17:1/18:1)	PE(35:2)	in vitro	38000	[M-H+1x(HCOONa)]-	35	2	neg	796.5117	8.64	8.43	8.87	PE	PE";;;;
"STARD10	START	[M-H]-: Phosphatidylethanolamine (31:1) => (17:1/14:0)	PE(31:1)	in vitro	36000	[M-H]-	31	1	neg	674.4778	7.13	6.89	7.36	PE	PE";;;;
"STARD10	START	[M-H]-: Phosphatidylglycerol (32:2) => (16:2/16:0)	PG(32:2)	in vitro	33000	[M-H]-	32	2	neg	717.4722	6.04	5.9	6.24	PG	PG";;;;
"STARD10	START	[M-H]-: Phosphatidylglycerol (32:3)";"Bismonoacylglycerolphosphate (32:3) => (16:2/16:1)	PG/BMP(32:3)	in vitro	29000	[M-H]-	32	3	neg	715.4567	5.22	4.9	5.41	PG";" BMP	PG/BMP";;
"STARD10	START	[M-H+1x(HCOOHNa)]-: Phosphatidylglycerol (32:1) => (16:1/16:0)	PG(32:1)	in vitro	23000	[M-H+1x(HCOONa)]-	32	1	neg	787.475	6.38	6.09	6.6	PG	PG";;;;
"STARD10	START	[M-H]-: Phosphatidylglycerol (28:1)";"Bismonoacylglycerolphosphate (28:1) => (16:1/12:0)	PG/BMP(28:1)	in vitro	16000	[M-H]-	28	1	neg	663.4258	4.47	4.16	4.75	PG";" BMP	PG/BMP";;
"TTPA	CRAL-TRIO	[M+NH4]+: Phosphatidylglycerol (32:2) => (16:1/16:1)	PG(32:2)	in vitro	1100000	[M+NH4]+	32	2	pos	736.5123	5.73	4.25	6.05	PG	PG";;;;
"TTPA	CRAL-TRIO	[M+NH4]+: Phosphatidylglycerol (30:1)  => (14:0/16:1)	PG(30:1)	in vitro	300000	[M+NH4]+	30	1	pos	710.4949	5.6	4.13	5.99	PG	PG";;;;
"TTPA	CRAL-TRIO	[M+Na]+: Phosphatidylglycerol (32:2) => (16:1/16:1)	PG(32:2)	in vitro	140000	[M+Na]+	32	2	pos	741.4673	5.72	4.34	6.01	PG	PG";;;;
"TTPA	CRAL-TRIO	[M+H]+: Phosphatidylglycerol (32:2) => (16:1/16:1)	PG(32:2)	in vitro	78000	[M+H]+	32	2	pos	719.4855	5.72	4.38	5.97	PG	PG";;;;
"TTPA	CRAL-TRIO	[M+H]+: Phosphatidylglycerol (35:2) => (18:1/17:1)	PG(35:2)	in vitro	27000	[M+H]+	35	2	pos	761.5325	7.6	7.29	7.8	PG	PG";;;;
"TTPA	CRAL-TRIO	[M-H]-: Phosphatidylglycerol (34:2)";"Bismonoacylglycerolphosphate (34:2) => (16:1/18:1)	PG/BMP(34:2)	in vitro	2100000	[M-H]-	34	2	neg	745.5032	6.82	5.64	7.1	PG";" BMP	PG/BMP";;
"TTPA	CRAL-TRIO	[M-H]-: Phosphatidylglycerol (32:1)";"Bismonoacylglycerolphosphate (32:1) => (16:1/16:0)	PG/BMP(32:1)	in vitro	900000	[M-H]-	32	1	neg	719.4874	6.71	5.41	6.96	PG";" BMP	PG/BMP";;
"TTPA	CRAL-TRIO	[M-H]-: Phosphatidylglycerol (35:2) => (17:1/18:1)	PG(35:2)	in vitro	350000	[M-H]-	35	2	neg	759.518	7.58	6.6	7.85	PG	PG";;;;
"TTPA	CRAL-TRIO	[M-H]-: Bismonoacylglycerolphosphate (33:1)";"Phosphatidylglycerol (33:1) => (17:1/16:0)	PG/BMP(33:1)	in vitro	340000	[M-H]-	33	1	neg	733.5029	7.45	6.37	7.71	BMP";" PG	PG/BMP";;
"TTPA	CRAL-TRIO	[M-H]-: Phosphatidylglycerol (32:2) => (16:1/16:1)	PG(32:2)	in vitro	290000	[M-H]-	32	2	neg	717.4716	5.72	4.56	5.95	PG	PG";;;;
"TTPA	CRAL-TRIO	[M-H]-: Bismonoacylglycerolphosphate (32:2)";"Phosphatidylglycerol (32:2) => (16:1/16:1)	PG/BMP(32:2)	in vitro	170000	[M-H]-	32	2	neg	717.4717	6.5	4.43	7.46	PG";" BMP	PG/BMP";;
"TTPA	CRAL-TRIO	[M-H]-: Phosphatidylglycerol (30:1) => (16:1/14:0)	PG(30:1)	in vitro	110000	[M-H]-	30	1	neg	691.4559	5.54	4.32	5.8	PG	PG";;;;
"TTPA	CRAL-TRIO	[M-H]-: Bismonoacylglycerolphosphate (33:2)";"Phosphatidylglycerol (33:2) => (16:1/17:1)	PG/BMP(33:2)	in vitro	92000	[M-H]-	33	2	neg	731.4868	6.4	5.27	6.64	PG";" BMP	PG/BMP";;
"TTPA	CRAL-TRIO	[M-H]-: Phosphatidate (34:2) => (18:1/16:1)	PA(34:2)	in vitro	47000	[M-H]-	34	2	neg	671.4664	7.29	6.69	7.75	PA	PA";;;;
"TTPA	CRAL-TRIO	[M-H+1x(HCOONa)]-: Phosphatidylglycerol (34:2)";"Bismonoacylglycerolphosphate (34:2) => (16:1/18:1)	PG/BMP(34:2)	in vitro	31000	[M-H+1x(HCOONa)]-	34	2	neg	813.4897	6.81	5.79	7.05	PG";" BMP	PG/BMP";;
"TTPA	CRAL-TRIO	[M-H]-: Phosphatidate (32:1) => (16:0/16:1)	PA(32:1)	in vitro	16000	[M-H]-	32	1	neg	645.4507	7.16	6.79	7.56	PA	PA";;;;
"TTPAL	CRAL-TRIO	[M+NH4]+: Phosphatidylglycerol (36:2) => (18:1/18:1)	PG(36:2)	in vitro	17000000	[M+NH4]+	36	2	pos	792.5743	8.01	7.19	8.53	PG	PG";;;;
"TTPAL	CRAL-TRIO	[M+H]+: Phosphatidylethanolamine (33:1) => (16:0/17:1)	PE(33:1)	in vitro	11000000	[M+H]+	33	1	pos	704.522	8.62	8.23	8.99	PE	PE";;;;
"TTPAL	CRAL-TRIO	[M+NH4]+: Phosphatidylglycerol (33:1) => (16:0/17:1)	PG(33:1)	in vitro	10000000	[M+NH4]+	33	1	pos	752.543	7.45	6.4	7.77	PG	PG";;;;
"TTPAL	CRAL-TRIO	[M+NH4]+: Phosphatidylglycerol (35:2) => (18:1/17:1)	PG(35:2)	in vitro	9000000	[M+NH4]+	35	2	pos	778.5585	7.57	6.63	7.92	PG	PG";;;;
"TTPAL	CRAL-TRIO	[M+NH4]+: Phosphatidylglycerol (34:1) => (18:1/16:0)	PG(34:1)	in vitro	8700000	[M+NH4]+	34	1	pos	766.5586	7.89	6.77	8.21	PG	PG";;;;
"TTPAL	CRAL-TRIO	[M+H]+: Phosphatidylethanolamine (35:2) => (18:1/17:1)	PE(35:2)	in vitro	7300000	[M+H]+	35	2	pos	730.5374	8.76	8.37	9.14	PE	PE";;;;
"TTPAL	CRAL-TRIO	[M+H]+: Phosphatidylethanolamine (34:1) => (16:0/18:1)	PE(34:1)	in vitro	6500000	[M+H]+	34	1	pos	718.5378	9.1	8.71	9.5	PE	PE";;;;
"TTPAL	CRAL-TRIO	[M+H]+: Phosphatidylethanolamine (34:2) => (16:1/18:1)	PE(34:2)	in vitro	6300000	[M+H]+	34	2	pos	716.5215	7.92	7.45	8.64	PE	PE";;;;
"TTPAL	CRAL-TRIO	[M+NH4]+: Phosphatidylglycerol (34:2) => (16:1/18:1)	PG(34:2)	in vitro	6000000	[M+NH4]+	34	2	pos	764.5432	6.81	5.71	7.32	PG	PG";;;;
"TTPAL	CRAL-TRIO	[M+H]+: Phosphatidylethanolamine (32:1) => (16:1/16:0)	PE(32:1)	in vitro	4900000	[M+H]+	32	1	pos	690.5063	7.79	7.25	8.14	PE	PE";;;;
"TTPAL	CRAL-TRIO	[M+NH4]+: Phosphatidylglycerol (32:1) => (16:1/16:0)	PG(32:1)	in vitro	4000000	[M+NH4]+	32	1	pos	738.5278	6.7	5.49	7.01	PG	PG";;;;
"TTPAL	CRAL-TRIO	[M+NH4]+: Phosphatidylglycerol (35:1) => (16:0/19:1)	PG(35:1)	in vitro	3800000	[M+NH4]+	35	1	pos	780.5742	8.74	8.07	9.04	PG	PG";;;;
"TTPAL	CRAL-TRIO	[M+NH4]+: Phosphatidylglycerol (37:2) => (18:1/19:1)	PG(37:2)	in vitro	3100000	[M+NH4]+	37	2	pos	806.5902	8.87	8.19	9.15	PG	PG";;;;
"TTPAL	CRAL-TRIO	[M+H]+: Phosphatidylethanolamine (35:1) => (16:0/19:1)	PE(35:1)	in vitro	1700000	[M+H]+	35	1	pos	732.5534	10.01	9.66	10.4	PE	PE";;;;
"TTPAL	CRAL-TRIO	[M+H]+: Phosphatidylethanolamine (33:2) => (16:1/17:1)	PE(33:2)	in vitro	1400000	[M+H]+	33	2	pos	702.5063	7.44	6.95	7.77	PE	PE";;;;
"TTPAL	CRAL-TRIO	[M+H]+: Phosphatidylglycerol (33:1) => (16:0/17:1)	PG(33:1)	in vitro	1300000	[M+H]+	33	1	pos	735.516	7.45	6.55	7.71	PG	PG";;;;
"TTPAL	CRAL-TRIO	[M+H]+: Phosphatidylglycerol (36:2) => (18:1/18:1)	PG(36:2)	in vitro	1300000	[M+H]+	36	2	pos	775.5476	8.01	7.17	8.54	PG	PG";;;;
"TTPAL	CRAL-TRIO	[M+H]+: Phosphatidylethanolamine (37:2) => (18:1/19:1)	PE(37:2)	in vitro	1200000	[M+H]+	37	2	pos	758.5693	10.03	9.01	10.47	PE	PE";;;;
"TTPAL	CRAL-TRIO	[M+Na]+: Phosphatidylglycerol (36:2) => (18:1/18:1)	PG(36:2)	in vitro	1100000	[M+Na]+	36	2	pos	797.5291	8.01	7.11	8.53	PG	PG";;;;
"TTPAL	CRAL-TRIO	[M+H]+: Phosphatidylglycerol (34:1) => (18:1/16:0)	PG(34:1)	in vitro	1000000	[M+H]+	34	1	pos	749.5321	7.88	7.03	8.15	PG	PG";;;;
"TTPAL	CRAL-TRIO	[M+H]+: Phosphatidylethanolamine (30:0) => (14:0/16:0)	PE(30:0)	in vitro	890000	[M+H]+	30	0	pos	664.4904	7.53	7.01	7.84	PE	PE";;;;
"TTPAL	CRAL-TRIO	[M+NH4]+: Phosphatidylglycerol (33:2) => (16:1/17:1)	PG(33:2)	in vitro	880000	[M+NH4]+	33	2	pos	750.5278	6.41	5.3	7.4	PG	PG";;;;
